lastLogin,robohashLink,energy,speed,attack,defence,money,level,hp
164,https://robohash.org/a.png,100,10,5,5,100,1,50
164,https://robohash.org/a.png,80.0,10,5,5,250.0,2.0,50
164,https://robohash.org/a.png,60.0,10,5,5,400.0,3.0,50
164,https://robohash.org/a.png,40.0,10,5,5,550.0,4.0,50
164,https://robohash.org/a.png,20.0,10,5,5,700.0,5.0,50
164,https://robohash.org/a.png,20.0,10,5,5,700.0,5.0,50
164,https://robohash.org/a.png,20.0,10.0,10.0,5.0,450.0,5.0,50
164,https://robohash.org/a.png,0.0,10.0,10.0,5.0,350.0,5.0,50
164,https://robohash.org/a.png,0.0,10.0,10.0,5.0,350.0,5.0,50
164,https://robohash.org/a.png,0.0,10.0,10.0,5.0,350.0,5.0,50
164,https://robohash.org/a.png,0.0,10.0,10.0,5.0,350.0,5.0,50
