lastLogin,robohashLink,energy,speed,attack,defence,money,level,hp
165,https://robohash.org/MrDW.png,1000000000,10,5,5,1000000000,1,50
165,https://robohash.org/MrDW.png,1000000000,10,5,5,1000000000,1,50
165,https://robohash.org/MrDW.png,1000000000,10.0,12.0,10.0,999999500.0,1,50
165,https://robohash.org/MrDW.png,1000000000,10.0,17.0,10.0,999999250.0,1,50
165,https://robohash.org/MrDW.png,999999980.0,10.0,17.0,10.0,999999400.0,2.0,50
165,https://robohash.org/MrDW.png,999999980.0,10.0,17.0,10.0,999999400.0,2.0,50
165,https://robohash.org/MrDW.png,999999980.0,10.0,17.0,30.0,999997400.0,2.0,50
165,https://robohash.org/MrDW.png,999999980.0,20.0,20.0,30.0,999997000.0,2.0,50
165,https://robohash.org/MrDW.png,999999960.0,20.0,20.0,30.0,999997150.0,3.0,50
165,https://robohash.org/MrDW.png,999999960.0,20.0,20.0,30.0,999997150.0,3.0,50
165,https://robohash.org/MrDW.png,999999955.0,20.0,22.0,30.0,999997130.0,3.0,50
165,https://robohash.org/MrDW.png,999999950.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999900.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999850.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999800.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999750.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999700.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999650.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999600.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999550.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999500.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999450.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999400.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999350.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999350.0,20.0,24.0,30.0,999997110.0,3.0,50
165,https://robohash.org/MrDW.png,999999330.0,20.0,24.0,30.0,999997260.0,4.0,50
165,https://robohash.org/MrDW.png,999999330.0,20.0,24.0,30.0,999997260.0,4.0,50
165,https://robohash.org/MrDW.png,999999325.0,20.0,24.0,30.0,999997240.0,4.0,52.0
165,https://robohash.org/MrDW.png,999999320.0,20.0,24.0,30.0,999997220.0,4.0,55.0
165,https://robohash.org/MrDW.png,999999315.0,20.0,24.0,30.0,999997200.0,4.0,59.0
165,https://robohash.org/MrDW.png,999999310.0,20.0,24.0,30.0,999997180.0,4.0,61.0
165,https://robohash.org/MrDW.png,999999305.0,20.0,24.0,30.0,999997160.0,4.0,62.0
165,https://robohash.org/MrDW.png,999999305.0,20.0,24.0,30.0,999997160.0,4.0,62.0
